,Assignee Location,Assignee Name,Fields,Patent Number,Title (Patent Number),fetched,Year,CPC Category
290,"Lynchburg, VA",GENERAL ELECTRIC COMPANY,H,"4,199,204",#4199204,True,1980,Electricity
291,"Tokyo, JP",NIPPON KOGAKU K.K.,G,"4,199,243",#4199243,True,1980,Physics
292,"Houston, TX",ROYCE EQUIPMENT COMPANY,B,"4,199,456",#4199456,True,1980,"Performing Operations, Transporting"
293,"Detroit, MI",GENERAL MOTORS CORPORATION,C,"4,199,489",#4199489,True,1980,"Chemistry, Metallurgy"
294,"Wyandotte, MI",BASF WYANDOTTE CORPORATION,C,"4,199,524",#4199524,True,1980,"Chemistry, Metallurgy"
295,"Paris, FR",L'OREAL,A,"4,199,562",#4199562,True,1980,Human Necessities
296,"Yokohama, JP","VICTOR COMPANY OF JAPAN, LIMITED",G,"4,199,782",#4199782,True,1980,Physics
297,"Cleveland, OH","HEALTH-MOR, INC.",A,"4,199,839",#4199839,True,1980,Human Necessities
299,"Stuttgart, DE",ROBERT BOSCH GMBH,F,"4,200,077",#4200077,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
300,"Berlin and Bergkamen, DE",SCHERING AKTIENGESELLSCHAFT,A,"4,200,099",#4200099,True,1980,Human Necessities
301,"Portland, OR",EVANS PRODUCTS COMPANY,B,"4,200,208",#4200208,True,1980,"Performing Operations, Transporting"
303,"Detroit, MI",GENERAL MOTORS CORPORATION,F,"4,200,231",#4200231,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
304,"Grand Junction, CO","OCCIDENTAL OIL SHALE, INC.",E,"4,200,336",#4200336,True,1980,Fixed Construction
305,"Indianapolis, IN",FALL; HERBERT S.,A,"4,200,342",#4200342,True,1980,Human Necessities
306,"Cambridge, MA",POLAROID CORPORATION,G,"4,200,378",#4200378,True,1980,Physics
307,"San Francisco, CA",CHEVRON RESEARCH COMPANY,A,"4,200,450",#4200450,True,1980,Human Necessities
308,"Ardsley, NY",CIBA-GEIGY CORPORATION,C,"4,200,451",#4200451,True,1980,"Chemistry, Metallurgy"
309,"London, GB2",IMPERIAL CHEMICAL INDUSTRIES LIMITED,A,"4,200,653",#4200653,True,1980,Human Necessities
310,"Kawasaki, JP","TOKYO SHIBAURA ELECTRIC CO., LTD.",A,"4,200,799",#4200799,True,1980,Human Necessities
311,JP,"HITACHI, LTD.",G,"4,200,865",#4200865,True,1980,Physics
312,"Saint Louis, MO",EMERSON ELECTRIC CO.,B,"4,200,909",#4200909,True,1980,"Performing Operations, Transporting"
313,"Gloucester Point, VA","DEEPSEA VENTURES, INC.",B,"4,200,999",#4200999,True,1980,"Performing Operations, Transporting"
319,"St. Paul, MN","HARTZELL MANUFACTURING, INC.",B,"4,201,298",#4201298,True,1980,"Performing Operations, Transporting"
320,SU,PECHORSKY GOSUDARSTVENNY NAUCNNO-ISSLEDOVALELSLEY I PROERTHY INSTITUT,E,"4,201,420",#4201420,True,1980,Fixed Construction
321,"Corning, NY",CORNING GLASS WORKS,C,"4,201,559",#4201559,True,1980,"Chemistry, Metallurgy"
322,"Chicago, IL",VELSICOL CHEMICAL CORPORATION,C,"4,201,677",#4201677,True,1980,"Chemistry, Metallurgy"
323,"New York, NY",SCM CORPORATION,B,"4,201,802",#4201802,True,1980,"Performing Operations, Transporting"
324,"Kalamazoo, MI",THE UPJOHN COMPANY,C,"4,201,873",#4201873,True,1980,"Chemistry, Metallurgy"
325,"Roswell, NM","INNOVATION INDUSTRIES, INC.",G,"4,201,910",#4201910,True,1980,Physics
326,"Little Falls, NJ",THE SINGER COMPANY,B,"4,202,089",#4202089,True,1980,"Performing Operations, Transporting"
327,"Southfield, MI",THE BENDIX CORPORATION,B,"4,202,248",#4202248,True,1980,"Performing Operations, Transporting"
328,"Kempton, PA","PERFORMANCE INDUSTRIES, INC.",F,"4,202,298",#4202298,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
329,"Monterey Park, CA",DEL MANUFACTURING COMPANY,G,"4,202,322",#4202322,True,1980,Physics
330,"Thanning, DE",WIRTZFELD; ALEXANDER,A,"4,202,339",#4202339,True,1980,Human Necessities
334,Indiana,STANDARD OIL COMPANY,C,"4,202,781",#4202781,True,1980,"Chemistry, Metallurgy"
335,"Westport, CT",STAUFFER CHEMICAL COMPANY,A,"4,202,840",#4202840,True,1980,Human Necessities
336,"Rahway, NJ","MERCK & CO., INC.",C,"4,202,903",#4202903,True,1980,"Chemistry, Metallurgy"
337,"Tokyo, JP","NIPPON OIL CO., LTD.",C,"4,202,953",#4202953,True,1980,"Chemistry, Metallurgy"
338,"Princeton, NJ","E. R. SQUIBB & SONS, INC.",C,"4,202,985",#4202985,True,1980,"Chemistry, Metallurgy"
339,Patents Limited,COAL INDUSTRY,H,"4,203,010",#4203010,True,1980,Electricity
340,"White Plains, NJ",TEXACO INC.,G,"4,203,161",#4203161,True,1980,Physics
341,"Berlin, DE",O & K ORENSTEIN & KOPPEL AKTIENGESELLSCHAFT,E,"4,203,238",#4203238,True,1980,Fixed Construction
342,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF,A,"4,203,253",#4203253,True,1980,Human Necessities
343,"Nishio, JP","NIPPON SOKEN, INC.",F,"4,203,296",#4203296,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
344,"Pasadena, CA",VSI CORPORATION,F,"4,203,346",#4203346,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
345,"Graz, AT",LIST; HANS,F,"4,203,407",#4203407,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
346,"Graz, AT",LIST; HANS,F,"4,203,409",#4203409,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
349,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"4,203,543",#4203543,True,1980,Physics
351,"Fitzwilliam, NH","MONADNOCK LIFETIME PRODUCTS, INC.",F,"4,203,599",#4203599,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
354,"Paris, FR",THOMSON-CSF,G,"4,203,649",#4203649,True,1980,Physics
355,"Tokyo, JP",KABUSHIKI KAISHA KOMATSU SEISAKUSHO,F,"4,203,712",#4203712,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
356,"Tokyo, JP",NIPPON OIL & FATS CO. LTD.,C,"4,203,729",#4203729,True,1980,"Chemistry, Metallurgy"
357,"Chur, CH",GIMAG AKTIENGESELLSCHAFT,B,"4,203,736",#4203736,True,1980,"Performing Operations, Transporting"
359,"Fort Washington, PA","WILLIAM H. RORER, INC.",A,"4,204,000",#4204000,True,1980,Human Necessities
361,"Rolling Meadows, IL",GOULD INC.,G,"4,204,114",#4204114,True,1980,Physics
364,"Dearborn, MI",FORD MOTOR COMPANY,C,"4,204,666",#4204666,True,1980,"Chemistry, Metallurgy"
365,"Racine, WI",J. I. CASE COMPANY,B,"4,204,716",#4204716,True,1980,"Performing Operations, Transporting"
366,"Tokyo, JPShinshu Seiki",KABUSHIKI KAISHA SUWA SEIKOSHA,B,"4,204,778",#4204778,True,1980,"Performing Operations, Transporting"
368,"Fort Wayne, IN",TOKHEIM CORPORATION,F,"4,204,810",#4204810,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
369,"Racine, WI",MODINE MANUFACTURING COMPANY,F,"4,204,832",#4204832,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
370,"Pittsburgh, PA","PPG INDUSTRIES, INC.",C,"4,204,845",#4204845,True,1980,"Chemistry, Metallurgy"
371,"Stockholm, SE",BOLIDEN AKTIEBOLAG,C,"4,204,861",#4204861,True,1980,"Chemistry, Metallurgy"
372,"Cambridge, MA",POLAROID CORPORATION,G,"4,204,869",#4204869,True,1980,Physics
373,"Westport, CT",STAUFFER CHEMICAL COMPANY,C,"4,204,916",#4204916,True,1980,"Chemistry, Metallurgy"
374,"Gottingen, DE",SARTORIUS MEMBRANFILTER GMBH,G,"4,204,957",#4204957,True,1980,Physics
375,"Rahway, NJ","MERCK & CO., INC.",G,"4,204,989",#4204989,True,1980,Physics
376,"Nutley, NJ",HOFFMANN-LA ROCHE INC.,C,"4,204,995",#4204995,True,1980,"Chemistry, Metallurgy"
377,"Nutley, NJ",HOFFMANN-LA ROCHE INC.,C,"4,205,001",#4205001,True,1980,"Chemistry, Metallurgy"
378,"Midland, MI",THE DOW CHEMICAL COMPANY,C,"4,205,014",#4205014,True,1980,"Chemistry, Metallurgy"
379,"Tokyo, JP","SOMAR MANUFACTURING CO., LTD.",C,"4,205,018",#4205018,True,1980,"Chemistry, Metallurgy"
380,"Tokyo, JP",MIKUNI KOGYO KABUSHIKI KAISHA,F,"4,205,024",#4205024,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
381,"Osaka, JP",JAPAN EXLAN COMPANY LIMITED,D,"4,205,037",#4205037,True,1980,"Textiles, Paper"
382,"Minneapolis, MN","GENERAL MILLS, INC.",A,"4,205,093",#4205093,True,1980,Human Necessities
383,"Neuilly-sur-Seine, FR",SAINT GOBAIN INDUSTRIES,E,"4,205,104",#4205104,True,1980,Fixed Construction
384,"Pittsburgh, PA",WESTINGHOUSE ELECTRIC CORP.,H,"4,205,208",#4205208,True,1980,Electricity
385,"Geesthact-Tesperhude, DE",GESELLSCHAFT FUR KERNENERGIEVERWERTUNG IN SCHIFFBAU UND SCHIFFAHRT MBH,H,"4,205,232",#4205232,True,1980,Electricity
386,"Philadelphia, PA",GENERAL ELECTRIC COMPANY,G,"4,205,389",#4205389,True,1980,Physics
387,"Hawthorne, NJ",FLEXIBLE DESIGN PACKAGING MACHINE COMPANY,B,"4,205,573",#4205573,True,1980,"Performing Operations, Transporting"
388,"Chicago, IL",MARMON COMPANY,G,"4,205,578",#4205578,True,1980,Physics
389,ANVAR,AGENCE NATIONALE DE VALORISATION DE LA RECHERCHE,A,"4,205,625",#4205625,True,1980,Human Necessities
392,"Schweinfurt, DE",SKF KUGELLAGERFABRIKEN GMBH,F,"4,205,885",#4205885,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
393,"New York, NY","ITT INDUSTRIES, INCORPORATED",G,"4,205,898",#4205898,True,1980,Physics
394,JP,SEIKO KOKI KABUSHIKI KAISHA,G,"4,205,910",#4205910,True,1980,Physics
396,"New York, NY","THE INTERNATIONAL NICKEL COMPANY, INC.",G,"4,205,956",#4205956,True,1980,Physics
397,"Amstelveen, NLAmsterdamse Ballast Bagger en Grond",BALLAST-NEDAM GROEP N.V.,E,"4,206,057",#4206057,True,1980,Fixed Construction
398,"Stamford, CT",AMERICAN CYANAMID COMPANY,B,"4,206,063",#4206063,True,1980,"Performing Operations, Transporting"
399,DE,BASF AKTIENGESELLSCHAFT,C,"4,206,126",#4206126,True,1980,"Chemistry, Metallurgy"
400,"Cambridge, MA",POLAROID CORPORATION,C,"4,206,139",#4206139,True,1980,"Chemistry, Metallurgy"
401,"Nishinomiya, JP",YAMAMURA GLASS KABUSHIKI KAISHA,C,"4,206,253",#4206253,True,1980,"Chemistry, Metallurgy"
402,"Nutley, NJ",HOFFMANN-LA ROCHE INC.,C,"4,206,280",#4206280,True,1980,"Chemistry, Metallurgy"
404,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,H,"4,206,364",#4206364,True,1980,Electricity
407,"New York, NY",RCA CORPORATION,G,"4,206,457",#4206457,True,1980,Physics
408,"Rochester, NY",EASTMAN KODAK COMPANY,H,"4,206,479",#4206479,True,1980,Electricity
409,"Tokyo, JP",SONY CORPORATION,G,"4,206,485",#4206485,True,1980,Physics
410,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,F,"4,206,508",#4206508,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
412,"Seattle, WA",THE BOEING COMPANY,F,"4,206,597",#4206597,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
417,"Cawker City, KS","RICHARDSON MANUFACTURING COMPANY, INC.",A,"4,206,816",#4206816,True,1980,Human Necessities
418,"New Buffalo, MI",MICRO-CIRCUITS COMPANY,G,"4,206,838",#4206838,True,1980,Physics
419,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"4,206,976",#4206976,True,1980,Physics
420,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"4,206,987",#4206987,True,1980,Physics
421,"Columbus, IN","CUMMINS ENGINE COMPANY, INC.",F,"4,207,035",#4207035,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
423,"Erbach, DE",BRUCKNER APPARATEBAU GMBH,D,"4,207,072",#4207072,True,1980,"Textiles, Paper"
424,"New York, NY",WESTVACO CORPORATION,D,"4,207,143",#4207143,True,1980,"Textiles, Paper"
425,"Bloomfield, NJ",THE LUMMUS COMPANY,C,"4,207,168",#4207168,True,1980,"Chemistry, Metallurgy"
426,"Pasadena, CA",THE RALPH M. PARSONS COMPANY,C,"4,207,304",#4207304,True,1980,"Chemistry, Metallurgy"
427,DE,BASF AKTIENGESELLSCHAFT,C,"4,207,409",#4207409,True,1980,"Chemistry, Metallurgy"
428,"Pittsburgh, PA",WESTINGHOUSE ELECTRIC CORP.,H,"4,207,482",#4207482,True,1980,Electricity
429,"Danbury, CT",ENERGY RESEARCH CORPORATION,H,"4,207,514",#4207514,True,1980,Electricity
431,"Houghton, MI",MICHIGAN TECHNOLOGICAL UNIVERSITY,H,"4,207,536",#4207536,True,1980,Electricity
432,"Palo Alto, CA","ELECTRIC POWER RESEARCH INSTITUTE, INC.",G,"4,207,583",#4207583,True,1980,Physics
433,"Glenview, IL",ZENITH RADIO CORPORATION,H,"4,207,588",#4207588,True,1980,Electricity
434,"Dallas, TX",TEXAS INSTRUMENTS INCORPORATED,G,"4,207,618",#4207618,True,1980,Physics
435,"Osterburken, DE",BLEITCHERT FORDERANLAGEN GMBH,B,"4,207,821",#4207821,True,1980,"Performing Operations, Transporting"
436,"Boston, MA",THE KENDALL COMPANY,A,"4,207,875",#4207875,True,1980,Human Necessities
438,"Jonkoping, SE",SKOGSSTYRELSEN,A,"4,207,949",#4207949,True,1980,Human Necessities
439,"Philadelphia, PA",BROWN; GARRETT,F,"4,208,028",#4208028,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
440,"North Adams, MA",DIELECTRIC SYSTEMS INTERNATIONAL,G,"4,208,103",#4208103,True,1980,Physics
441,U.K. Limited,PROTEIN FOODS,B,"4,208,134",#4208134,True,1980,"Performing Operations, Transporting"
442,"Espelkamp, DE",ROBERT KRAUSE KG,B,"4,208,146",#4208146,True,1980,"Performing Operations, Transporting"
443,"Glen Burnie, MD","EASCO TOOLS, INC.",B,"4,208,148",#4208148,True,1980,"Performing Operations, Transporting"
444,"Rahway, NJ","MERCK & CO., INC.",C,"4,208,416",#4208416,True,1980,"Chemistry, Metallurgy"
445,"Osaka, JP","DAI NIPPON TORYO CO., LTD.",C,"4,208,613",#4208613,True,1980,"Chemistry, Metallurgy"
446,"Paris, FR",SOCIETE ANONYME DE TELECOMMUNICATIONS,B,"4,208,619",#4208619,True,1980,"Performing Operations, Transporting"
447,"Murray Hill, NJ","BELL TELEPHONE LABORATORIES, INCORPORATED",G,"4,208,624",#4208624,True,1980,Physics
448,"Tokyo, JP",SONY CORPORATION,H,"4,208,674",#4208674,True,1980,Electricity
449,ANVAR,AGENCE NATIONALE DE VALORIZATION DE LA RECHERCHE,A,"4,208,675",#4208675,True,1980,Human Necessities
450,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"4,208,684",#4208684,True,1980,Physics
451,"Schenectady, NY",GENERAL ELECTRIC COMPANY,F,"4,208,702",#4208702,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
452,"Hartford, CT","EMHART INDUSTRIES, INC.",E,"4,208,894",#4208894,True,1980,Fixed Construction
453,"Bofors, SE",AKTIEBOLAGET BOFORS,F,"4,208,945",#4208945,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
455,"London, GB2",DUNLOP LIMITED,B,"4,209,051",#4209051,True,1980,"Performing Operations, Transporting"
456,"Tokyo, JP",NIPPON COLUMBIA KABUSHIKIKAISHA,G,"4,209,119",#4209119,True,1980,Physics
457,"New Holland, PA",SPERRY RAND CORPORATION,A,"4,209,137",#4209137,True,1980,Human Necessities
459,"Deerfield, IL","BAXTER TRAVENOL LABORATORIES, INC.",B,"4,209,176",#4209176,True,1980,"Performing Operations, Transporting"
460,"Pittsburgh, PA",WESTINGHOUSE ELECTRIC CORP.,G,"4,209,231",#4209231,True,1980,Physics
462,"Zurich, CH",ESCHER WYSS LIMITED,B,"4,209,405",#4209405,True,1980,"Performing Operations, Transporting"
463,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,C,"4,209,458",#4209458,True,1980,"Chemistry, Metallurgy"
464,"Osaka, JP","FUJISAWA PHARMACEUTICAL CO., LTD.",A,"4,209,518",#4209518,True,1980,Human Necessities
466,"Rolling Meadows, IL",GOULD INC.,H,"4,209,680",#4209680,True,1980,Electricity
467,"Culver City, CA",HUGHES AIRCRAFT COMPANY,H,"4,209,689",#4209689,True,1980,Electricity
468,"New York, NY",SPERRY CORPORATION,G,"4,209,734",#4209734,True,1980,Physics
469,"Kawasaki, JP","TOKYO SHIBAURA ELECTRIC CO., LTD.",G,"4,209,783",#4209783,True,1980,Physics
470,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"4,209,809",#4209809,True,1980,Physics
471,"Osaka, JP","SUMITOMO METAL INDUSTRIES, LTD.",B,"4,210,023",#4210023,True,1980,"Performing Operations, Transporting"
472,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,F,"4,210,083",#4210083,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
473,"Bethesda, MD","POTOMAC APPLIED MECHANICS, INC.",B,"4,210,090",#4210090,True,1980,"Performing Operations, Transporting"
474,"Oelde Westfalen, DE",WESTFALIA SEPARATOR AKTIENGESELLSCHAFT,B,"4,210,275",#4210275,True,1980,"Performing Operations, Transporting"
475,"Jericho, NY",SUROFF; LEONARD W.,F,"4,210,277",#4210277,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
477,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF,C,"4,210,415",#4210415,True,1980,"Chemistry, Metallurgy"
478,"Rueil-Malmaison, FR",INTITUT FRANCALS DU PETROLE,B,"4,210,519",#4210519,True,1980,"Performing Operations, Transporting"
479,"Beer Sheva, IL","MAKHTESHIM CHEMICAL WORKS, LTD.",A,"4,210,592",#4210592,True,1980,Human Necessities
480,"Ardsley, NY",CIBA-GEIGY CORPORATION,C,"4,210,612",#4210612,True,1980,"Chemistry, Metallurgy"
481,"Neuhausen am Rheinfall, CH",FIRMA SCHOXI AG,A,"4,210,679",#4210679,True,1980,Human Necessities
482,GB2,NATIONAL RESEARCH DEVELOPMENT CORPORATION,C,"4,210,746",#4210746,True,1980,"Chemistry, Metallurgy"
483,"Stamford, CT",PITNEY BOWES INC.,H,"4,210,936",#4210936,True,1980,Electricity
485,JP,"KONGO CO., LTD.",E,"4,211,039",#4211039,True,1980,Fixed Construction
486,"Lake Mills, WI","CREPACO, INC.",B,"4,211,056",#4211056,True,1980,"Performing Operations, Transporting"
488,"Bexley, OH",FURMAN; LEONARD,F,"4,211,198",#4211198,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
489,"Bonn, DE",DEUTSCHE FORSCHUNGS- UND VERSUCHSANSTALT FUR LUFT- UND RAUMFAHRT E.V.,F,"4,211,208",#4211208,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
490,"Harvey, LA","DIVER'S EXCHANGE, INC.",B,"4,211,220",#4211220,True,1980,"Performing Operations, Transporting"
491,"New York, NY",INTERNATIONAL FLAVORS & FRAGRANCES INC.,A,"4,211,242",#4211242,True,1980,Human Necessities
492,"Oak Park, MI",THE VALERON CORPORATION,B,"4,211,510",#4211510,True,1980,"Performing Operations, Transporting"
493,"Irvine, CA",FLUOR CORPORATION,C,"4,211,540",#4211540,True,1980,"Chemistry, Metallurgy"
494,"Corning, NY",CORNING GLASS WORKS,C,"4,211,569",#4211569,True,1980,"Chemistry, Metallurgy"
496,"Milan, IT",MOPLEFAN S.P.A.,B,"4,211,811",#4211811,True,1980,"Performing Operations, Transporting"
497,"Pittsburgh, PA","PPG INDUSTRIES, INC.",B,"4,211,818",#4211818,True,1980,"Performing Operations, Transporting"
498,JP,"HITACHI, LTD.",H,"4,211,897",#4211897,True,1980,Electricity
499,JP,"HITACHI, LTD.",H,"4,211,961",#4211961,True,1980,Electricity
500,"Fond du Lac, WI","GIDDINGS & LEWIS, INC.",G,"4,212,076",#4212076,True,1980,Physics
501,"Columbus, IN",ARVIN INDUSTRIES,B,"4,212,099",#4212099,True,1980,"Performing Operations, Transporting"
504,"Greenwich, CT",AMERICAN CAN COMPANY,B,"4,212,213",#4212213,True,1980,"Performing Operations, Transporting"
506,"New York, NY","ACF INDUSTRIES, INCORPORATED",B,"4,212,333",#4212333,True,1980,"Performing Operations, Transporting"
507,"Tokyo, JP",SONY CORPORATION,B,"4,212,344",#4212344,True,1980,"Performing Operations, Transporting"
509,"Moline, IL",DEERE & COMPANY,A,"4,212,427",#4212427,True,1980,Human Necessities
511,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,B,"4,212,552",#4212552,True,1980,"Performing Operations, Transporting"
512,"East Hanover, NJ","NABISCO, INC.",A,"4,212,617",#4212617,True,1980,Human Necessities
513,"St. Louis, MO",PETROLITE CORPORATION,C,"4,212,734",#4212734,True,1980,"Chemistry, Metallurgy"
515,"Leverkusen, DE",BAYER AKTIENGESELLSCHAFT,C,"4,212,982",#4212982,True,1980,"Chemistry, Metallurgy"
516,"Oldbury, GB2",ALBRIGHT & WILSON LIMITED,C,"4,212,983",#4212983,True,1980,"Chemistry, Metallurgy"
518,"Stamford, CT",XEROX CORPORATION,G,"4,213,157",#4213157,True,1980,Physics
520,"Louisville, KY",GENERAL ELECTRIC COMPANY,D,"4,213,250",#4213250,True,1980,"Textiles, Paper"
521,"Dubuque, IA","SKAIFE, IRREVOCABLE TRUST; VIVIAN A.",A,"4,213,274",#4213274,True,1980,Human Necessities
522,"Niagara Falls, NY",HOOKER CHEMICALS & PLASTICS CORPORATION,F,"4,213,407",#4213407,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
523,"Kensington, CT","SHERRI CUP, INC.",B,"4,213,537",#4213537,True,1980,"Performing Operations, Transporting"
525,"Melbourne, FL",DOCUMATION INCORPORATED,B,"4,213,601",#4213601,True,1980,"Performing Operations, Transporting"
528,"London, GB2",VICKERS LIMITED,E,"4,213,720",#4213720,True,1980,Fixed Construction
529,"Greenwich, CT","AUTOMATION INDUSTRIES, INC.",B,"4,213,811",#4213811,True,1980,"Performing Operations, Transporting"
530,"Mannedorf, CH",CHEMAP AG,B,"4,213,861",#4213861,True,1980,"Performing Operations, Transporting"
531,"Lawrence, KS",INTERX RESEARCH CORPORATION,A,"4,213,978",#4213978,True,1980,Human Necessities
533,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"4,214,070",#4214070,True,1980,"Chemistry, Metallurgy"
534,"North Chicago, IL",ABBOTT LABORATORIES,C,"4,214,079",#4214079,True,1980,"Chemistry, Metallurgy"
535,"Ardsley, NY",CIBA-GEIGY CORPORATION,C,"4,214,086",#4214086,True,1980,"Chemistry, Metallurgy"
536,"Cleveland, OH",TRW INC.,G,"4,214,225",#4214225,True,1980,Physics
538,"Kankakee, IL",ROPER CORPORATION,A,"4,214,424",#4214424,True,1980,Human Necessities
539,"Munich, DE",SIEMENS AKTIENGESELLSCHAFT,G,"4,214,430",#4214430,True,1980,Physics
540,"White Plains, NYDeutsche Texaco Aktiengesellschaft",TEXACO INC.,G,"4,214,475",#4214475,True,1980,Physics
541,"Alhambra, CA",SPECIFIED CEILING SYSTEMS,F,"4,214,512",#4214512,True,1980,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
542,"Springfield, OR","OREGON AQUA-FOODS, INC.",A,"4,214,551",#4214551,True,1980,Human Necessities
